transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude
2025-03-26 09:00:00,tram,ST90,Station_6,BROOKLYN,metrocard,Student,118,100,40.66906241351558,-73.70174486656208
2025-03-25 09:00:00,bus,ST33,Station_74,BROOKLYN,omny,Student,961,154,40.636738914199235,-73.7504500177916
2025-03-12 09:00:00,tram,ST29,Station_33,BROOKLYN,omny,Student,3288,14,40.74415099812733,-74.09035592263653
2025-03-12 09:00:00,bus,ST18,Station_3,BROOKLYN,omny,Senior,1871,165,40.58653311105233,-73.92296906162687
2025-03-27 09:00:00,tram,ST11,Station_68,BROOKLYN,omny,Student,3367,112,40.701418792604755,-74.07275639011058
2025-03-2 09:00:00,tram,ST6,Station_42,BROOKLYN,omny,Senior,3356,84,40.665656427286265,-73.71682165602955
2025-03-14 09:00:00,tram,ST28,Station_96,BROOKLYN,metrocard,Senior,1754,176,40.72864305979318,-74.02606464082119
2025-03-5 09:00:00,tram,ST69,Station_42,BROOKLYN,omny,Senior,1453,38,40.6495232435468,-73.84986801611831
2025-03-27 09:00:00,tram,ST3,Station_83,BROOKLYN,metrocard,Full Fare,134,5,40.65404104112921,-73.7580776884803
2025-03-19 09:00:00,tram,ST8,Station_8,BROOKLYN,omny,Student,439,174,40.70227869751255,-74.07518343321738
2025-03-13 09:00:00,tram,ST16,Station_77,BROOKLYN,omny,Full Fare,3999,77,40.88391640816194,-74.08052206064002
2025-03-15 09:00:00,tram,ST98,Station_41,BROOKLYN,metrocard,Full Fare,1551,0,40.63215658946625,-73.86431415426085
2025-03-8 09:00:00,subway,ST89,Station_50,BROOKLYN,metrocard,Full Fare,3636,187,40.54931351171958,-73.89257532453371
2025-03-9 09:00:00,subway,ST23,Station_43,BROOKLYN,metrocard,Senior,1550,24,40.55702262201324,-73.94714421006697
2025-03-14 09:00:00,bus,ST59,Station_60,BROOKLYN,omny,Full Fare,2326,55,40.664315523999846,-73.90414236958719
2025-03-8 09:00:00,subway,ST68,Station_46,BROOKLYN,omny,Student,2131,66,40.88712109505939,-73.88005432865424
2025-03-24 09:00:00,tram,ST94,Station_45,BROOKLYN,omny,Full Fare,4343,117,40.74701164602492,-74.01688663161532
2025-03-10 09:00:00,tram,ST45,Station_47,BROOKLYN,omny,Senior,3282,182,40.812970324885114,-73.70299415193521
2025-03-21 09:00:00,bus,ST14,Station_45,BROOKLYN,metrocard,Full Fare,4900,50,40.79587315910524,-73.85508969372245
2025-03-24 09:00:00,bus,ST19,Station_82,BROOKLYN,metrocard,Senior,3903,91,40.792624847824456,-73.95115191390332
2025-03-27 09:00:00,subway,ST49,Station_37,BROOKLYN,metrocard,Senior,226,167,40.71943536602188,-73.93890420610127
2025-03-23 09:00:00,bus,ST22,Station_16,BROOKLYN,metrocard,Senior,4639,172,40.55320391956293,-74.03650529465027
2025-03-23 09:00:00,bus,ST85,Station_26,BROOKLYN,metrocard,Full Fare,3660,64,40.641750873194454,-73.9788680444085
2025-03-23 09:00:00,tram,ST23,Station_96,BROOKLYN,metrocard,Full Fare,590,145,40.730237371456035,-74.0354168663743
2025-03-25 09:00:00,tram,ST23,Station_91,BROOKLYN,omny,Student,3259,114,40.83099949665427,-73.99818378283133
2025-03-7 09:00:00,bus,ST48,Station_84,BROOKLYN,omny,Student,1470,136,40.79789469113168,-73.93503877581286
2025-03-21 09:00:00,bus,ST40,Station_45,BROOKLYN,omny,Full Fare,3831,100,40.86478383367985,-74.0756285113117
2025-03-9 09:00:00,bus,ST25,Station_58,BROOKLYN,metrocard,Full Fare,2281,74,40.6142503954249,-73.80615667971578
2025-03-13 09:00:00,tram,ST14,Station_66,BROOKLYN,metrocard,Senior,1478,151,40.51237235255743,-73.8142343594118
2025-03-20 09:00:00,subway,ST88,Station_35,BROOKLYN,metrocard,Full Fare,4348,172,40.697808450048164,-74.05132187730932
2025-03-2 09:00:00,subway,ST16,Station_98,BROOKLYN,omny,Senior,4918,24,40.79994397251531,-73.73478341324406
2025-03-1 09:00:00,bus,ST19,Station_97,BROOKLYN,metrocard,Senior,444,124,40.73761978622672,-73.86413860193937
2025-03-6 09:00:00,subway,ST48,Station_39,BROOKLYN,omny,Student,1133,29,40.785959813636524,-73.86840894137835
2025-03-24 09:00:00,subway,ST73,Station_95,BROOKLYN,omny,Senior,1291,8,40.623520910139845,-73.98258608301653
2025-03-17 09:00:00,tram,ST99,Station_52,BROOKLYN,omny,Senior,3432,19,40.82308712799259,-73.74563440180103
2025-03-13 09:00:00,bus,ST74,Station_61,BROOKLYN,omny,Full Fare,166,190,40.592432341149795,-73.74104571301451
2025-03-21 09:00:00,tram,ST99,Station_42,BROOKLYN,omny,Full Fare,3439,36,40.59562655363001,-73.79678383159552
2025-03-20 09:00:00,tram,ST2,Station_56,BROOKLYN,metrocard,Senior,1738,39,40.82150209440471,-74.06651002486186
2025-03-14 09:00:00,bus,ST51,Station_69,BROOKLYN,omny,Senior,898,177,40.63142325995432,-74.07821358105326
2025-03-13 09:00:00,bus,ST25,Station_13,BROOKLYN,metrocard,Senior,831,105,40.79044450373785,-73.95321543719712
2025-03-3 09:00:00,bus,ST75,Station_84,BROOKLYN,metrocard,Full Fare,1950,187,40.60766462839665,-74.02054735445525
2025-03-16 09:00:00,subway,ST68,Station_15,BROOKLYN,omny,Senior,3017,99,40.650670576171784,-73.96430373553046
2025-03-25 09:00:00,tram,ST51,Station_72,BROOKLYN,metrocard,Senior,1677,16,40.62098652698459,-73.75652075150217
2025-03-27 09:00:00,bus,ST34,Station_36,BROOKLYN,omny,Student,1013,133,40.77301619150686,-73.96735326035686
2025-03-17 09:00:00,bus,ST24,Station_75,BROOKLYN,metrocard,Senior,3653,27,40.82095841222145,-73.7554327815618
2025-03-14 09:00:00,tram,ST90,Station_48,BROOKLYN,omny,Student,1307,102,40.80073005838267,-73.77522150614485
2025-03-20 09:00:00,bus,ST59,Station_71,BROOKLYN,omny,Full Fare,4068,156,40.796791091805595,-73.82891070351947
2025-03-4 09:00:00,tram,ST3,Station_7,BROOKLYN,omny,Full Fare,1854,198,40.6533588564233,-74.03268856459691
2025-03-11 09:00:00,bus,ST33,Station_50,BROOKLYN,omny,Full Fare,482,175,40.8314835935272,-73.76817491372678
2025-03-20 09:00:00,tram,ST62,Station_99,BROOKLYN,metrocard,Student,546,111,40.77880966640172,-73.95480686383844
2025-03-17 09:00:00,tram,ST82,Station_50,BROOKLYN,metrocard,Student,3669,78,40.528366383795195,-73.96008157527696
2025-03-18 09:00:00,tram,ST8,Station_79,BROOKLYN,omny,Student,1083,95,40.73305145841614,-73.70181033906128
2025-03-20 09:00:00,subway,ST13,Station_1,BROOKLYN,metrocard,Student,4274,77,40.63763664713978,-73.89178246507805
2025-03-22 09:00:00,tram,ST93,Station_31,BROOKLYN,metrocard,Full Fare,1020,37,40.52525196368319,-73.94129797741779
2025-03-2 09:00:00,subway,ST78,Station_89,BROOKLYN,metrocard,Student,4535,84,40.664283698156666,-73.7729506486782
2025-03-5 09:00:00,bus,ST43,Station_17,BROOKLYN,metrocard,Student,2650,129,40.872329629996045,-73.83568058812364
2025-03-6 09:00:00,subway,ST89,Station_69,BROOKLYN,omny,Senior,3336,196,40.84483045703064,-74.05783788561753
2025-03-11 09:00:00,bus,ST64,Station_86,BROOKLYN,metrocard,Student,1562,156,40.54814543048399,-74.07295810021104
2025-03-18 09:00:00,tram,ST65,Station_97,BROOKLYN,omny,Full Fare,3253,26,40.64992996974,-73.85146775033772
2025-03-10 09:00:00,subway,ST55,Station_60,BROOKLYN,metrocard,Student,4997,86,40.800104317634926,-73.99019733059717
2025-03-17 09:00:00,subway,ST56,Station_18,BROOKLYN,metrocard,Full Fare,328,170,40.77023470942697,-73.89644237197204
2025-03-15 09:00:00,bus,ST23,Station_54,BROOKLYN,omny,Student,2909,97,40.68429344009667,-73.70446378347853
2025-03-24 09:00:00,bus,ST7,Station_40,BROOKLYN,metrocard,Student,3677,192,40.85460101065676,-73.94054300231477
2025-03-18 09:00:00,tram,ST29,Station_21,BROOKLYN,metrocard,Student,2668,174,40.661392387610796,-74.00609823131
2025-03-19 09:00:00,bus,ST20,Station_88,BROOKLYN,omny,Student,340,112,40.59342694442744,-74.07272535209381
2025-03-19 09:00:00,bus,ST63,Station_57,BROOKLYN,omny,Senior,4769,29,40.67545900009842,-73.70900149671644
2025-03-19 09:00:00,subway,ST42,Station_98,BROOKLYN,omny,Senior,2259,145,40.61906011102731,-73.980773519532
2025-03-14 09:00:00,tram,ST89,Station_79,BROOKLYN,metrocard,Student,4134,55,40.61344316936685,-73.96948713937242
2025-03-2 09:00:00,tram,ST1,Station_52,BROOKLYN,omny,Full Fare,2857,164,40.56875060485437,-73.9093894116671
2025-03-21 09:00:00,subway,ST16,Station_61,BROOKLYN,metrocard,Student,2995,64,40.83456836919425,-73.89901374009489
2025-03-17 09:00:00,subway,ST59,Station_23,BROOKLYN,omny,Full Fare,3498,107,40.61558740996842,-73.94917842759932
2025-03-4 09:00:00,bus,ST78,Station_16,BROOKLYN,omny,Senior,101,9,40.57770942840072,-73.92111958711342
2025-03-12 09:00:00,bus,ST22,Station_32,BROOKLYN,omny,Full Fare,537,57,40.53497860071995,-73.94905472928134
2025-03-13 09:00:00,subway,ST23,Station_23,BROOKLYN,metrocard,Full Fare,4586,78,40.88145304313188,-73.95906917829898
2025-03-15 09:00:00,subway,ST55,Station_64,BROOKLYN,omny,Full Fare,3240,60,40.7014754437313,-73.76833974388634
2025-03-16 09:00:00,tram,ST38,Station_80,BROOKLYN,metrocard,Full Fare,3325,34,40.751067550863525,-74.02319356610398
2025-03-2 09:00:00,subway,ST41,Station_41,BROOKLYN,omny,Senior,2662,57,40.750173380066634,-73.77669271551349
2025-03-7 09:00:00,subway,ST1,Station_61,BROOKLYN,metrocard,Student,3274,9,40.55940271265747,-73.86141316983458
2025-03-4 09:00:00,subway,ST60,Station_81,BROOKLYN,omny,Student,4178,169,40.7257581521356,-73.72681734978872
2025-03-16 09:00:00,subway,ST32,Station_15,BROOKLYN,metrocard,Senior,383,63,40.68761629900726,-73.77962451138343
2025-03-2 09:00:00,tram,ST36,Station_71,BROOKLYN,omny,Senior,3772,187,40.510139441705576,-73.82398124463622
2025-03-1 09:00:00,tram,ST74,Station_25,BROOKLYN,omny,Senior,3288,165,40.58085975969011,-73.88180386380206
2025-03-14 09:00:00,subway,ST17,Station_88,BROOKLYN,omny,Full Fare,3301,95,40.693544087545725,-74.05070101674697
2025-03-9 09:00:00,subway,ST17,Station_50,BROOKLYN,metrocard,Student,4363,185,40.79662644338673,-73.88132909404108
2025-03-23 09:00:00,subway,ST24,Station_74,BROOKLYN,omny,Full Fare,2421,41,40.56649174482067,-73.7334043395538
2025-03-18 09:00:00,subway,ST73,Station_14,BROOKLYN,omny,Full Fare,834,131,40.880824978655596,-73.80482889240048
2025-03-24 09:00:00,tram,ST9,Station_77,BROOKLYN,omny,Senior,1096,18,40.534843715784575,-73.90504622333118
2025-03-26 09:00:00,bus,ST46,Station_92,BROOKLYN,omny,Student,1816,130,40.640659948936765,-73.73618061079515
2025-03-17 09:00:00,subway,ST76,Station_49,BROOKLYN,metrocard,Senior,742,106,40.818520265366054,-73.76682504307254
2025-03-8 09:00:00,subway,ST7,Station_46,BROOKLYN,metrocard,Full Fare,1252,48,40.508009291892876,-74.07499722339583
2025-03-16 09:00:00,bus,ST72,Station_29,BROOKLYN,omny,Student,4343,79,40.76468153819254,-74.01234957413168
2025-03-26 09:00:00,bus,ST78,Station_71,BROOKLYN,omny,Student,3292,44,40.652192754197216,-74.0575497658036
2025-03-4 09:00:00,subway,ST26,Station_75,BROOKLYN,metrocard,Student,4815,29,40.619867473536594,-73.71515915833399
2025-03-1 09:00:00,subway,ST78,Station_88,BROOKLYN,metrocard,Student,2895,25,40.704388297218024,-73.92849428355413
2025-03-8 09:00:00,bus,ST73,Station_87,BROOKLYN,omny,Full Fare,1399,186,40.875485854149616,-73.90305507859215
2025-03-8 09:00:00,bus,ST78,Station_16,BROOKLYN,omny,Student,3727,133,40.69890155463635,-74.02863356137459
2025-03-18 09:00:00,tram,ST94,Station_51,BROOKLYN,metrocard,Senior,4675,47,40.73356771570445,-74.01720255950197
2025-03-21 09:00:00,tram,ST48,Station_7,BROOKLYN,omny,Full Fare,242,191,40.83107007791251,-73.80405286935984
2025-03-21 09:00:00,subway,ST9,Station_15,BROOKLYN,omny,Full Fare,4600,71,40.62882701407829,-73.87610213546652
2025-03-8 09:00:00,bus,ST88,Station_35,BROOKLYN,omny,Student,2925,139,40.577148227475845,-74.06291407567589
2025-03-2 09:00:00,subway,ST10,Station_17,BROOKLYN,omny,Senior,3105,114,40.692909600032614,-74.0770758759958
2025-03-10 09:00:00,subway,ST98,Station_85,BROOKLYN,metrocard,Full Fare,3303,81,40.79105245507987,-73.73095849716242
2025-03-17 09:00:00,bus,ST98,Station_6,BROOKLYN,metrocard,Full Fare,2454,10,40.749351826383965,-73.8590123318171
2025-03-9 09:00:00,bus,ST8,Station_11,BROOKLYN,metrocard,Full Fare,839,9,40.82525906206719,-73.9970084095425
2025-03-4 09:00:00,subway,ST76,Station_14,BROOKLYN,metrocard,Student,953,148,40.55473806663454,-74.0721122296665
2025-03-20 09:00:00,tram,ST7,Station_9,BROOKLYN,omny,Student,1369,188,40.68990760241746,-73.96547064229186
2025-03-23 09:00:00,bus,ST6,Station_17,BROOKLYN,omny,Student,1019,50,40.53416121206509,-73.71101544398884
2025-03-24 09:00:00,bus,ST85,Station_57,BROOKLYN,metrocard,Senior,2107,32,40.67165979678333,-74.0700416631992
2025-03-25 09:00:00,bus,ST27,Station_74,BROOKLYN,metrocard,Full Fare,3965,24,40.547684177136226,-74.08541557966974
2025-03-20 09:00:00,bus,ST87,Station_93,BROOKLYN,omny,Senior,4484,1,40.60496335059572,-73.93131495298964
2025-03-2 09:00:00,tram,ST51,Station_18,BROOKLYN,metrocard,Student,2235,71,40.54264944757464,-73.9532806717415
2025-03-10 09:00:00,tram,ST52,Station_49,BROOKLYN,omny,Student,3357,163,40.70665103674171,-73.98615984707813
2025-03-25 09:00:00,bus,ST19,Station_82,BROOKLYN,omny,Student,1053,22,40.60608341479873,-74.03209631944287
2025-03-12 09:00:00,bus,ST53,Station_8,BROOKLYN,metrocard,Full Fare,104,153,40.71856282968485,-74.00010232830826
2025-03-3 09:00:00,bus,ST58,Station_76,BROOKLYN,metrocard,Senior,1231,155,40.71313081496056,-73.75573287128445
2025-03-12 09:00:00,bus,ST7,Station_26,BROOKLYN,metrocard,Senior,353,187,40.82081530811315,-74.03576252198268
2025-03-13 09:00:00,subway,ST75,Station_74,BROOKLYN,metrocard,Full Fare,754,105,40.690528940882764,-73.8320982195127
2025-03-3 09:00:00,tram,ST15,Station_85,BROOKLYN,metrocard,Full Fare,4221,188,40.51613354085538,-73.96953189834869
2025-03-16 09:00:00,subway,ST91,Station_40,BROOKLYN,omny,Senior,2782,143,40.63674630751926,-73.70567853621988
2025-03-8 09:00:00,tram,ST53,Station_25,BROOKLYN,metrocard,Student,4552,96,40.53468262703826,-73.88465475915959
2025-03-22 09:00:00,bus,ST28,Station_56,BROOKLYN,omny,Full Fare,2629,109,40.57477257177658,-73.92189039009412
2025-03-13 09:00:00,bus,ST78,Station_75,BROOKLYN,metrocard,Student,2983,180,40.63286900882469,-73.8196766327993
2025-03-8 09:00:00,subway,ST51,Station_74,BROOKLYN,omny,Full Fare,754,165,40.62412284631668,-73.94034955982201
2025-03-22 09:00:00,tram,ST10,Station_12,BROOKLYN,metrocard,Senior,4085,79,40.7870704631174,-73.709352945074
2025-03-12 09:00:00,bus,ST36,Station_67,BROOKLYN,omny,Full Fare,1432,145,40.79634770735409,-73.88297066921362
2025-03-25 09:00:00,tram,ST98,Station_78,BROOKLYN,metrocard,Full Fare,4624,177,40.79694797483591,-74.00866749905255
2025-03-12 09:00:00,subway,ST98,Station_1,BROOKLYN,omny,Student,2515,90,40.8462284880379,-73.86911357079642
2025-03-22 09:00:00,tram,ST90,Station_49,BROOKLYN,metrocard,Student,1018,149,40.530993189516956,-73.9870744663157
2025-03-4 09:00:00,tram,ST87,Station_2,BROOKLYN,omny,Senior,2529,158,40.80013231032798,-73.97571386867541
2025-03-11 09:00:00,bus,ST55,Station_88,BROOKLYN,omny,Student,3251,184,40.81912187253643,-73.75425349341761
2025-03-4 09:00:00,bus,ST30,Station_36,BROOKLYN,omny,Student,3164,123,40.52750156256899,-73.88011309793467
2025-03-24 09:00:00,tram,ST44,Station_31,BROOKLYN,metrocard,Senior,3417,180,40.52488203661028,-73.77091883131312
2025-03-16 09:00:00,subway,ST21,Station_79,BROOKLYN,omny,Student,2184,76,40.760333288624594,-73.85397414805688
2025-03-14 09:00:00,bus,ST36,Station_84,BROOKLYN,metrocard,Senior,464,43,40.59099264147741,-74.0335260001561
2025-03-4 09:00:00,tram,ST34,Station_66,BROOKLYN,omny,Senior,4973,41,40.63169224613656,-74.0790073159601
2025-03-26 09:00:00,bus,ST10,Station_91,BROOKLYN,metrocard,Senior,1316,91,40.884565816169456,-73.8456356937161
2025-03-21 09:00:00,subway,ST9,Station_17,BROOKLYN,omny,Student,3745,51,40.74235872607179,-73.92865927977246
2025-03-19 09:00:00,bus,ST33,Station_13,BROOKLYN,metrocard,Full Fare,545,42,40.71421698923912,-73.90920664295294
2025-03-10 09:00:00,tram,ST6,Station_57,BROOKLYN,omny,Senior,4125,20,40.87814865984591,-74.07710532259327
2025-03-14 09:00:00,tram,ST20,Station_54,BROOKLYN,omny,Full Fare,1912,17,40.629731551654785,-73.71914243316947
2025-03-19 09:00:00,subway,ST65,Station_3,BROOKLYN,metrocard,Full Fare,4940,39,40.561808331996204,-73.92417482329084
2025-03-6 09:00:00,subway,ST55,Station_84,BROOKLYN,metrocard,Full Fare,4037,183,40.886623375752215,-73.72211704733101
2025-03-19 09:00:00,subway,ST77,Station_87,BROOKLYN,omny,Full Fare,2656,65,40.87505591198316,-73.82811808856927
2025-03-22 09:00:00,tram,ST42,Station_42,BROOKLYN,omny,Full Fare,1140,26,40.60305279950541,-73.92002253029246
2025-03-4 09:00:00,tram,ST17,Station_69,BROOKLYN,omny,Student,857,198,40.71332941914384,-73.9377418962211
2025-03-13 09:00:00,bus,ST25,Station_69,BROOKLYN,metrocard,Full Fare,2092,195,40.717514828156695,-73.82201194675142
2025-03-18 09:00:00,bus,ST57,Station_83,BROOKLYN,metrocard,Student,628,29,40.80886081104634,-74.03181499536734
2025-03-17 09:00:00,subway,ST79,Station_32,BROOKLYN,metrocard,Full Fare,2047,151,40.634337394815724,-73.89445338971468
2025-03-27 09:00:00,tram,ST76,Station_20,BROOKLYN,omny,Full Fare,2580,108,40.70180116962193,-73.99566030161516
2025-03-27 09:00:00,bus,ST86,Station_18,BROOKLYN,metrocard,Student,778,176,40.72768258525177,-73.75280814930764
2025-03-22 09:00:00,tram,ST34,Station_71,BROOKLYN,metrocard,Student,2540,199,40.886693691014045,-73.7167447520782
2025-03-5 09:00:00,bus,ST92,Station_30,BROOKLYN,metrocard,Senior,3639,191,40.67737564113442,-73.97160118174364
2025-03-11 09:00:00,bus,ST22,Station_31,BROOKLYN,omny,Full Fare,2825,54,40.51971779710577,-73.94548491794178
2025-03-1 09:00:00,tram,ST57,Station_95,BROOKLYN,metrocard,Student,4373,41,40.62378781963544,-73.71003829087591
2025-03-18 09:00:00,bus,ST74,Station_79,BROOKLYN,metrocard,Student,2164,195,40.66204322183514,-74.09891674007181
2025-03-19 09:00:00,tram,ST34,Station_70,BROOKLYN,metrocard,Student,4240,57,40.611307064327505,-73.94183269190304
2025-03-15 09:00:00,bus,ST70,Station_50,BROOKLYN,omny,Student,2361,85,40.88132286703295,-74.07093376496753
2025-03-12 09:00:00,subway,ST48,Station_17,BROOKLYN,omny,Full Fare,4005,3,40.535826409726525,-73.81385435390844
2025-03-20 09:00:00,bus,ST83,Station_69,BROOKLYN,metrocard,Student,4076,20,40.656366970736464,-73.70941738822584
2025-03-27 09:00:00,tram,ST3,Station_68,BROOKLYN,omny,Full Fare,1291,175,40.62676165508825,-73.99328218022646
2025-03-12 09:00:00,subway,ST40,Station_77,BROOKLYN,metrocard,Student,945,140,40.64387022448923,-73.82510626261573
2025-03-8 09:00:00,subway,ST99,Station_81,BROOKLYN,omny,Student,3932,76,40.6636730349834,-73.96824829227917
2025-03-11 09:00:00,tram,ST90,Station_22,BROOKLYN,omny,Senior,2586,66,40.61756670420197,-73.92146945600537
2025-03-24 09:00:00,subway,ST84,Station_39,BROOKLYN,omny,Full Fare,2840,11,40.712591698512725,-73.91681471420418
2025-03-25 09:00:00,bus,ST80,Station_45,BROOKLYN,omny,Senior,4059,4,40.707311888275484,-73.81111356053054
2025-03-21 09:00:00,bus,ST34,Station_67,BROOKLYN,metrocard,Senior,4176,65,40.87185984308053,-74.05015464572867
2025-03-20 09:00:00,subway,ST98,Station_50,BROOKLYN,metrocard,Full Fare,2858,38,40.87109829323016,-73.7529191608323
2025-03-23 09:00:00,tram,ST70,Station_38,BROOKLYN,metrocard,Student,1975,88,40.67545960737439,-74.08449722577832
2025-03-8 09:00:00,subway,ST49,Station_52,BROOKLYN,omny,Student,2280,17,40.75558520878931,-74.06742111484353
2025-03-19 09:00:00,tram,ST64,Station_10,BROOKLYN,omny,Student,2835,43,40.81800461477139,-74.03465822010273
2025-03-22 09:00:00,bus,ST35,Station_98,BROOKLYN,metrocard,Student,2497,140,40.686904398403,-74.05731527235905
2025-03-23 09:00:00,subway,ST45,Station_20,BROOKLYN,metrocard,Full Fare,4033,57,40.74860748961362,-74.0120552174524
2025-03-7 09:00:00,bus,ST47,Station_53,BROOKLYN,omny,Student,2600,52,40.833989514273185,-73.81585939971507
2025-03-19 09:00:00,subway,ST64,Station_93,BROOKLYN,metrocard,Full Fare,1117,178,40.67470312713883,-73.91439982872143
2025-03-24 09:00:00,subway,ST11,Station_97,BROOKLYN,metrocard,Student,3140,20,40.663158374948615,-73.96088703878044
2025-03-2 09:00:00,tram,ST36,Station_75,BROOKLYN,omny,Student,2270,192,40.70569080450639,-73.88432356819455
2025-03-7 09:00:00,subway,ST25,Station_43,BROOKLYN,metrocard,Senior,2850,50,40.53880728729484,-74.07430456965714
2025-03-10 09:00:00,subway,ST9,Station_2,BROOKLYN,metrocard,Student,4384,158,40.756434441432866,-73.97533883333814
2025-03-22 09:00:00,subway,ST49,Station_70,BROOKLYN,metrocard,Full Fare,486,132,40.642113589694766,-73.82699530795352
2025-03-13 09:00:00,bus,ST26,Station_72,BROOKLYN,omny,Student,4466,122,40.541011679291124,-74.0952328068087
2025-03-3 09:00:00,tram,ST95,Station_13,BROOKLYN,metrocard,Senior,2894,148,40.84774092039694,-73.80526941769939
2025-03-26 09:00:00,bus,ST62,Station_46,BRONX,omny,Senior,4651,7,40.67845970258287,-73.83133590760085
2025-03-6 09:00:00,subway,ST72,Station_63,BRONX,omny,Student,3473,30,40.75275206369875,-73.88917993740297
2025-03-9 09:00:00,tram,ST94,Station_26,BRONX,metrocard,Full Fare,4697,79,40.8478465830929,-74.02422262673304
2025-03-5 09:00:00,bus,ST71,Station_23,BRONX,omny,Full Fare,947,101,40.51960185798851,-73.87089188932522
2025-03-14 09:00:00,subway,ST97,Station_73,BRONX,omny,Senior,4798,89,40.676295616433706,-73.99583875648483
2025-03-8 09:00:00,tram,ST93,Station_5,BRONX,metrocard,Senior,1165,163,40.61351917721662,-73.8224547352497
2025-03-2 09:00:00,subway,ST73,Station_27,BRONX,omny,Senior,3597,179,40.637320387678294,-73.96857174690707
2025-03-6 09:00:00,subway,ST58,Station_70,BRONX,omny,Student,925,81,40.83378330114244,-74.07751443781605
2025-03-5 09:00:00,tram,ST24,Station_84,BRONX,omny,Full Fare,3380,128,40.51320477436013,-73.71842529898944
2025-03-9 09:00:00,tram,ST3,Station_46,BRONX,omny,Senior,1936,153,40.693429834281545,-74.094141149091
2025-03-10 09:00:00,tram,ST24,Station_28,BRONX,metrocard,Senior,2100,181,40.85803062366474,-73.8704283455508
2025-03-2 09:00:00,tram,ST65,Station_79,BRONX,metrocard,Senior,1703,42,40.87120569469175,-74.03383193914863
2025-03-11 09:00:00,bus,ST98,Station_41,BRONX,metrocard,Student,4454,6,40.851498609470774,-74.02133310704387
2025-03-16 09:00:00,tram,ST2,Station_71,BRONX,metrocard,Student,775,31,40.770728017452015,-73.97936525205057
2025-03-24 09:00:00,tram,ST30,Station_54,BRONX,metrocard,Full Fare,4634,79,40.66917741749662,-73.78176864949697
2025-03-19 09:00:00,bus,ST88,Station_53,BRONX,metrocard,Full Fare,1587,168,40.64635971944712,-74.00824259913824
2025-03-4 09:00:00,tram,ST47,Station_39,BRONX,omny,Student,701,84,40.67239349153928,-73.89579189548046
2025-03-19 09:00:00,subway,ST95,Station_78,BRONX,omny,Full Fare,4371,141,40.89198217894331,-73.70575970641889
2025-03-7 09:00:00,bus,ST51,Station_84,BRONX,metrocard,Senior,3468,122,40.864078449657875,-73.94686664209263
2025-03-12 09:00:00,subway,ST7,Station_14,BRONX,omny,Senior,3560,80,40.53933796863608,-73.92029018121734
2025-03-11 09:00:00,subway,ST69,Station_45,BRONX,metrocard,Full Fare,1556,160,40.689630505643144,-73.74972594896556
2025-03-25 09:00:00,subway,ST78,Station_25,BRONX,omny,Student,4827,169,40.511248602511166,-73.94987146169079
2025-03-18 09:00:00,bus,ST57,Station_49,BRONX,metrocard,Senior,819,74,40.760912445127374,-73.93792114296987
2025-03-10 09:00:00,bus,ST45,Station_82,BRONX,metrocard,Senior,1655,57,40.502817165849656,-73.7778015815871
2025-03-13 09:00:00,tram,ST78,Station_97,BRONX,metrocard,Full Fare,4715,43,40.80800849138233,-73.84792996604519
2025-03-5 09:00:00,tram,ST45,Station_9,BRONX,metrocard,Full Fare,4774,29,40.58528157255565,-73.7873084043981
2025-03-26 09:00:00,subway,ST30,Station_9,BRONX,metrocard,Student,4257,2,40.75187343810368,-73.93353562143753
2025-03-13 09:00:00,tram,ST44,Station_35,BRONX,omny,Senior,1516,129,40.52802747828848,-74.07734977704897
2025-03-12 09:00:00,tram,ST2,Station_96,BRONX,metrocard,Full Fare,1745,68,40.67835464794392,-73.81656658169287
2025-03-24 09:00:00,tram,ST89,Station_34,BRONX,omny,Student,3242,197,40.732894979521035,-73.98005029262237
2025-03-3 09:00:00,bus,ST57,Station_24,BRONX,omny,Student,910,187,40.73816592064804,-73.74536182339904
2025-03-17 09:00:00,bus,ST11,Station_98,BRONX,metrocard,Student,696,99,40.53742376276493,-74.09333137976014
2025-03-22 09:00:00,subway,ST59,Station_94,BRONX,metrocard,Senior,4450,124,40.62800644523496,-73.89758212303526
2025-03-25 09:00:00,tram,ST73,Station_20,BRONX,metrocard,Full Fare,1398,4,40.63735111582983,-74.0923603202585
2025-03-19 09:00:00,tram,ST27,Station_40,BRONX,metrocard,Student,801,82,40.707206139563404,-74.0970147438331
2025-03-7 09:00:00,subway,ST33,Station_83,BRONX,omny,Senior,466,15,40.82525680179269,-73.86462750381862
2025-03-12 09:00:00,subway,ST92,Station_69,BRONX,omny,Student,4328,21,40.795572182139786,-74.0883320430837
2025-03-11 09:00:00,tram,ST97,Station_18,BRONX,metrocard,Full Fare,897,25,40.64349700421715,-73.70174192933027
2025-03-26 09:00:00,subway,ST38,Station_2,BRONX,omny,Student,2705,49,40.68045202791914,-73.81252029361089
2025-03-27 09:00:00,subway,ST72,Station_92,BRONX,metrocard,Full Fare,1882,189,40.59832743480903,-73.73406314005933
2025-03-22 09:00:00,bus,ST6,Station_26,BRONX,omny,Senior,4081,21,40.859467080621066,-73.91739645786339
2025-03-8 09:00:00,bus,ST89,Station_13,BRONX,omny,Full Fare,1517,182,40.58818819239975,-74.03417357662826
